Times_serviced,Total_service_pay,Average_service_pay,Loyal_or_Disloyal,Loyal,Service_time,Commercial_electronic_messages,Model_year,Number_of_years,Customer_cost,Rate,Number_active_cars,number_historic_cars,odometer_reading,Income,province,Term,Total_monthly_payment,Total_pay,Warranty_pay,Age,Days_since_last_service,Used_or_New,product_category
8,169.8999939,21.23749924,0,Disloyal,1,0,2017,14,0,0.75,1,2,14955,60000,1,42,903,37926,580.9965,35,470.8333333,0,0
15,6047.879946,403.1919964,0,Disloyal,1,0,2016,13,0,1.5,1,2,65262,65262,3,24,1073,25752,580.9125,53,452.8333333,1,0
8,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,1,78268,78268,1,60,1084,65040,580.8284821,55,1333.791667,1,0
4,1677.800022,419.4500055,0,Disloyal,4,0,2018,15,0,1.5,1,1,14678,60000,3,39,572,22308,580.8075,56,221.7917,0,1
6,159,26.5,0,Disloyal,2,0,2016,13,0,0.75,1,1,53823,53823,2,48,1087,52176,580.7235,56,995.7916667,1,0
5,0,0,0,Disloyal,1,0,2016,13,0,0,1,2,57690,57690,1,48,716,34368,580.5765128,47,1010.791667,0,0
3,820.9500008,273.6500003,1,Loyal,1,0,2016,13,0,0.75,1,1,37242,60000,3,48,565,27120,580.503,55,866.8333333,1,0
2,402.2000122,201.1000061,0,Disloyal,0.5,1,2018,15,0,1.5,1,1,97315,97315,1,42,961,40362,580.2194962,32,546.9166667,1,0
11,1836.050049,166.9136408,0,Disloyal,23,0,2016,13,0,0.75,1,1,56626,56626,2,48,926,44448,580.1039795,47,815.8333333,0,1
9,1189.640003,132.1822226,0,Disloyal,46,0,2018,15,0,2,3,2,0,60000,1,42,886,37212,580.0515043,61,57.83333333,1,1
8,405,50.625,0,Disloyal,1,0,2017,14,0,1,1,1,57863,57863,3,54,730.5,39447,579.9149872,65,895.3124999,1,0
22,13531.45005,615.0659114,0,Disloyal,2,0,2016,13,0,0.75,3,6,79211,79211,1,60,719,43140,579.81,71,927.7916667,1,0
3,30,10,1,Loyal,2,0,2019,16,0,0,1,2,1293,60000,2,12,539,6468,579.7995,36,58.83333,0,1
18,5012.22995,278.4572194,0,Disloyal,1,0,2017,14,0,0.75,1,2,34840,60000,1,48,766,36768,579.6,43,787.8333333,1,0
3,0,0,0,Disloyal,2,0,2017,14,0,1,1,1,36118,60000,1,60,553,33180,579.4845074,50,541.9166667,0,0
23,2319.020016,100.8269572,1,Loyal,1,0,2015,12,0,1,1,1,55050,55050,5,60,933,55980,579.3794829,48,1321.791667,0,0
11,219.8999977,19.99090888,1,Loyal,8,0,2016,13,0,0.75,1,3,55171,55171,3,48,879,42192,579.3375,52,996.7916667,0,1
7,582.2399902,83.17714146,0,Disloyal,4,0,2016,13,0,0.75,1,1,42903,60000,1,48,549,26352,579.2745,52,802.8333333,1,0
9,0,0,0,Disloyal,1,0,2018,15,0,2,2,1,24670,60000,1,46.5,866.5,40292.25,579.1064922,32,263.3125,0,1
8,753.5599976,94.1949997,0,Disloyal,1,0,2017,14,0,0.75,1,1,16921,60000,1,48,509,24432,578.9700256,61,444.8333333,1,1
11,29.95000076,2.722727342,0,Disloyal,1,0,2018,15,0,1.5,2,1,29036,60000,3,45,729,32805,578.9385,30,458.8333333,0,0
7,510.5,72.92857143,1,Loyal,1,1,2017,14,0,0.75,1,2,28867,60000,5,36,848,30528,578.718,33,500.8333333,0,1
26,12506.11008,481.0042338,0,Disloyal,1,0,2016,13,0,0.75,2,2,55170,55170,1,36,711,25596,578.528993,58,404.8333333,1,1
10,649.7999916,64.97999916,0,Disloyal,55,0,2010,7,0,0.75,2,2,80697,80697,3,72,510,36720,577.8674744,56,1636.833333,0,1
17,1972.650021,116.0382365,0,Disloyal,1,0,2016,13,0,0.75,1,1,36363,60000,3,48,548,26304,577.5,44,1040.833333,0,0
6,4616.510075,769.4183458,0,Disloyal,4,0,2016,13,0,1,3,1,65159,65159,3,48,635,30480,577.458,41,233.7917,1,1
6,84.5,14.08333333,0,Disloyal,1,0,2016,13,0,0.75,2,1,30622,60000,1,48,570,27360,577.416,59,921.7916667,0,0
15,1621.999992,108.1333328,0,Disloyal,9,0,2016,13,0,0.75,1,5,67636,67636,1,48,649,31152,577.2795,56,1094.833333,0,1
12,2005.179989,167.0983324,0,Disloyal,1,0,2016,13,0,0.75,1,1,63033,63033,3,48,811,38928,577.1955,70,956.7916667,0,0
7,6535.439901,933.6342716,0,Disloyal,1,0,2011,8,0,2,1,1,177315,177315,2,84,519,43596,577.1324936,54,1370.791667,1,0
14,3648.740051,260.6242894,0,Disloyal,2,0,2017,14,0,0.75,1,4,19015,60000,1,39,1018,39702,577.0800064,54,1034.833333,1,0
20,55.63000107,2.781500054,0,Disloyal,2,0,2016,13,0,0.75,1,1,62730,62730,1,48,699,33552,576.9435005,50,1138.833333,0,0
31,7436.119972,239.8748378,0,Disloyal,1.5,1,2016,13,0,0.75,1,12,32426,60000,2,54,550.5,29727,576.6704775,62,1021.8125,1,0
5,1532.880005,306.576001,0,Disloyal,16,1,2011,8,0,1.25,1,1,200283,200283,1,60,504,30240,576.4185,36,1573.833333,0,1
19,7801.029966,410.5805245,0,Disloyal,1,0,2017,14,0,0.75,2,4,22723,60000,3,48,689,33072,576.3240042,56,837.7916669,1,0
2,0,0,0,Disloyal,1,0,2018,15,0,1.25,1,1,55621,55621,1,46.5,660.5,30713.25,576.2400107,22,630.3333333,0,0
9,100,11.11111111,0,Disloyal,1,1,2017,14,0,0.75,1,2,45190,45190,1,48,584,28032,576.0615,39,578.7916667,0,0
3,0,0,1,Loyal,1,0,2018,15,0,0,1,2,40430,60000,3,45,771,34695,575.946,31,488.8333333,0,0
15,419.4500122,27.96333415,0,Disloyal,1,0,2015,12,0,0.75,1,1,61209,61209,3,72,716,51552,575.8934692,69,1103.833333,1,0
2,4721.32988,2360.66494,0,Disloyal,3,0,2017,14,0,1,1,2,27512,60000,1,39,1071,41769,575.7675004,60,110.8333333,0,1
12,0,0,0,Disloyal,1,0,2017,14,0,1.25,2,1,32063,60000,2,48,1264,60672,575.589,26,571.7916667,0,0
14,3345.149986,238.9392847,0,Disloyal,1,0,2014,11,94.56,0.75,1,1,100578,100578,2,72,539,38808,575.547,58,907.7916667,0,0
11,0,0,0,Disloyal,5,0,2016,13,0,0.75,1,1,52371,52371,1,48,562,26976,575.3265,28,985.7916667,1,1
6,2759.659912,459.9433187,1,Loyal,1,0,2018,15,0,1.75,1,2,8895,60000,2,36,1586,57096,575.0114931,31,284.7916667,1,0
4,0,0,0,Disloyal,2,0,2017,14,0,0.75,1,1,36436,60000,2,48,554,26592,574.129507,34,788.8333333,0,0
12,2789.090004,232.424167,1,Loyal,1,0,2017,14,0,0.75,1,2,29188,60000,1,42,1291,54222,574.0139978,56,501.8333333,0,0
14,680.1099892,48.57928494,0,Disloyal,1,0,2016,13,0,0.75,1,2,42349,60000,4,60,603,36180,573.7725128,46,796.8333333,0,0
2,0,0,0,Disloyal,1,0,2016,13,0,0,2,2,26063,60000,1,36,258,9288,573.6885054,50,418.8333333,1,1
8,1160.660004,145.0825005,0,Disloyal,1.5,0,2016,13,0,0.75,2,2,63555,63555,1,48,1106.5,53112,573.678,56,799.8958334,0,1
8,1160.660004,145.0825005,0,Disloyal,1.5,0,2016,13,0,0.75,2,2,63555,63555,1,48,1106.5,53112,573.678,56,799.8958334,0,0
20,9197.380019,459.869001,0,Disloyal,1,0,2010,7,0,1.25,3,2,161288,161288,2,48,614.5,29496,573.6254974,55,1792.333333,0,0
4,416.4900084,104.1225021,0,Disloyal,1,0,2017,14,109.05,1,1,1,67380,67380,2,54,482,26028,573.4995077,51,781.3333332,0,1
17,5937.209965,349.247645,0,Disloyal,1,1,2016,13,164.46,0,2,4,80245,80245,3,48,726,34848,573.4364936,52,1080.833333,0,1
20,9601.029884,480.0514942,0,Disloyal,1.333333333,0,2018,15,0,1.25,4,1,22204,60000,1,48,693.3333333,33280,573.1949967,59,746.1527779,0,0
2,29.95000076,14.97500038,0,Disloyal,0.5,0,2019,16,0,0,1,3,30663,60000,1,39,1617.5,63082.5,573.0375005,56,660.8958334,1,0
9,1408.869997,156.5411108,0,Disloyal,4,1,2015,12,0,1.5,1,1,100962,100962,2,60,540,32400,572.9114911,54,1499.833333,0,0
6,0,0,0,Disloyal,15,0,2017,14,0,0,1,2,39030,60000,1,39,639,24921,572.9009949,31,793.8333333,0,0
13,564.2899857,43.40692198,0,Disloyal,8,0,2014,11,0,1.25,2,1,55839,55839,2,84,474,39816,572.8800144,27,1363.791667,0,1
10,2053.030018,205.3030018,0,Disloyal,1,0,2016,13,0,0.75,2,6,38360,60000,3,39,946,36894,572.8695,72,771.8333333,0,0
8,1516.320042,189.5400053,0,Disloyal,1,0,2016,13,0,0.75,1,1,32743,60000,2,60,629,37740,572.8485077,55,1041.833333,0,1
12,2387.879959,198.9899966,0,Disloyal,1,0,2017,14,0,1.75,2,2,89927,89927,1,60,928,55680,572.7120066,48,977.7916667,1,0
16,6378.450027,398.6531267,1,Loyal,1,0,2017,14,0,1,1,3,19679,60000,1,39,1037,40443,572.5860077,42,750.8333333,1,0
15,4363.140038,290.8760025,1,Loyal,1,0,2018,15,0,1.5,1,2,37339,60000,1,45,824,37080,572.4915,54,393.8333333,0,0
1,160,160,0,Disloyal,2,0,2019,16,0,2,1,1,10479,60000,3,48,524,25152,572.4600128,38,271.7916667,0,0
9,2911.200089,323.4666766,1,Loyal,7,0,2016,13,0,0.75,1,6,21950,60000,5,48,196,9408,572.355,72,816.8333333,0,1
13,889.9799881,68.45999908,0,Disloyal,1,0,2018,15,545.02,1.5,1,1,37388,60000,3,45,914,41130,572.2710205,56,514.8333333,1,0
7,150,21.42857143,0,Disloyal,1,1,2018,15,0,1.5,1,2,17486,60000,1,48,921,44208,572.1975,39,400.8333333,1,0
14,13225.06998,944.6478557,0,Disloyal,14,0,2015,12,140.15,0.75,2,11,105784,105784,1,60,722,43320,572.1450001,72,1335.333333,0,1
16,3491.009941,218.1881213,0,Disloyal,15,0,2017,14,0,0.75,1,3,62590,62590,3,48,592,28416,572.1240004,55,823.8333333,0,0
9,921.7499695,102.4166633,0,Disloyal,7,1,2017,14,0,0.75,1,1,46620,46620,3,48,547,26256,571.9244865,52,767.8333333,1,0
24,15507.10006,646.1291692,0,Disloyal,14,1,2016,13,0,0.75,1,2,70333,70333,3,48,643,30864,571.9034996,58,995.7916667,0,1
11,127.5699997,11.5972727,0,Disloyal,1,0,2014,11,0,1.25,1,2,74539,74539,1,48,646,31008,571.3260049,40,1237.833333,1,1
5,0,0,0,Disloyal,1,0,2017,14,0,1.25,1,2,13094,60000,1,36,432,15552,571.284,50,576.7916667,0,0
6,117.8000031,19.63333385,0,Disloyal,4,0,2016,13,0,0.75,1,1,44933,60000,1,48,586,28128,571.2630135,41,1023.791667,1,1
7,1698.849995,242.6928564,0,Disloyal,7,0,2014,11,101.63,0.75,1,1,97578,97578,3,72,757,54504,571.2209985,54,851.8333333,1,1
7,159,22.71428571,0,Disloyal,2,0,2015,12,0,1.75,1,1,164819,164819,1,60,1153,69180,571.0214964,57,1360.791667,1,0
8,492.5,61.5625,0,Disloyal,1,0,2016,13,0,0.75,1,5,46583,46583,1,39,1028,40092,570.738,61,761.8333333,1,0
7,1425.199951,203.599993,1,Loyal,2,0,2017,14,0,0.75,1,1,36937,60000,1,39,1264,49296,570.6960205,56,852.8333333,0,0
30,2021.329998,67.3776666,0,Disloyal,1,0,2016,13,0,1.5,2,4,39489,60000,5,60,571,34260,570.6855003,77,1124.3125,1,0
4,167,41.75,0,Disloyal,1.5,0,2019,16,0,0,1,1,79101,79101,1,39,1138.5,44401.5,570.6750017,56,336.3124984,0,0
28,9855.050034,351.9660726,0,Disloyal,1,1,2018,15,0,0,1,3,65277,65277,1,42,920,38640,570.4124936,65,550.8333315,0,1
15,1777.770008,118.5180005,0,Disloyal,5,0,2016,13,0,0.75,1,3,87247,87247,1,48,869,41712,570.1395,64,800.8333333,0,1
11,86,7.818181818,0,Disloyal,1,0,2016,13,0,0.75,1,2,51272,51272,2,48,916,43968,569.7405,39,1108.833333,1,0
2,25,12.5,0,Disloyal,2,0,2015,12,0,0,3,1,28376,60000,2,36,590,21240,569.7299744,56,375.8333333,1,0
24,12480.41009,520.0170871,0,Disloyal,1,0,2019,16,0,0,2,3,42319,60000,3,43.5,869,37801.5,569.4884994,26,424.8333316,0,0
27,8187.380022,303.2362971,1,Loyal,4,0,2017,14,0,1,2,4,63640,63640,3,36,627,22572,569.2995,62,858.8333333,1,0
21,2021.180001,96.24666671,0,Disloyal,1,0,2016,13,0,0.75,1,3,47625,47625,3,48,529,25392,569.2470154,54,864.8333333,0,1
10,863.3099976,86.33099976,0,Disloyal,3,0,2015,12,0,0.75,1,3,48810,48810,1,60,687,41220,569.2155,67,1243.833333,0,1
17,675.1000061,39.71176506,1,Loyal,1,1,2016,13,0,0.75,1,1,79749,79749,1,48,629,30192,568.995,54,985.7916667,0,0
7,4199.21994,599.8885629,0,Disloyal,9,1,2018,15,0,1.5,1,1,120602,120602,1,54,879,47466,568.4279846,50,945.3333332,0,0
13,1622.08997,124.7761515,1,Loyal,1,0,2017,14,0,0.75,1,3,16000,60000,3,48,618,29664,568.1445282,62,760.8333333,1,0
27,23175.09992,858.3370341,0,Disloyal,1,0,2017,14,0,0.75,1,1,37673,60000,3,39,1236,48204,567.9029846,56,659.7916667,0,0
5,1191.699997,238.3399994,0,Disloyal,6,0,2013,10,0,0.75,1,1,159421,159421,1,60,525,31500,567.5039875,60,1029.833333,0,1
10,2026.420016,202.6420016,0,Disloyal,2,1,2016,13,0,0,1,2,40049,60000,5,48,613,29424,567.262498,53,802.8333333,0,1
18,1187.529987,65.97388817,0,Disloyal,0.5,0,2018,15,0,1.75,2,2,87804,87804,4,48,894,42912,567.0945002,47,891.9166665,0,0
4,99.98999786,24.99749947,0,Disloyal,1,0,2017,14,0,0.75,1,1,44502,60000,1,60,1031,61860,567,56,787.8333333,1,0
15,830.5499878,55.36999919,0,Disloyal,1,0,2018,15,0,1.25,1,5,62902,62902,1,46.5,1058,49197,566.8635104,32,675.3125,1,0
25,3953.989983,158.1595993,1,Loyal,1,0,2018,15,0,0,1,4,13723,60000,3,39,579,22581,566.7795,56,116.8333,0,0
15,2053.420036,136.8946691,1,Loyal,1,0,2016,13,0,0,1,3,61322,61322,3,48,668,32064,566.7374965,72,1010.791667,0,0
6,0,0,1,Loyal,1,0,2019,16,0,2,1,3,10505,60000,3,45,799,35955,566.7060013,57,33.83333333,0,1
19,2115.849986,111.3605256,1,Loyal,2,1,2019,16,0,0,1,8,5320,60000,1,36,1059,38124,566.6745,58,117.8333,0,0
14,354.5699921,25.32642801,1,Loyal,2,0,2015,12,0,1,1,2,87965,87965,1,60,869,52140,566.6745,71,1376.791667,1,1
12,431,35.91666667,0,Disloyal,2,0,2017,14,0,1,1,1,24575,60000,1,48,481,23088,566.4120026,69,564.7916667,1,0
3,449.7000122,149.9000041,0,Disloyal,1,0,2011,8,107.85,1.5,1,2,139170,139170,1,72,672,48384,566.1495026,55,1957.833333,1,0
3,1840.830017,613.6100057,0,Disloyal,1.5,0,2017,14,0,1.25,1,1,48253,48253,3,43.5,1256,54636,565.5930059,56,452.8333333,1,0
45,36489.03029,810.8673398,0,Disloyal,1,1,2016,13,0,0.75,2,4,77968,77968,3,48,867,41616,565.425,53,955.7916667,0,0
6,1437.229996,239.5383327,0,Disloyal,2,0,2011,8,0,1.25,1,1,57799,57799,3,84,639,53676,565.4144897,47,2034.791667,0,1
13,2244.669983,172.6669218,0,Disloyal,1.5,0,2018,15,0,1.5,2,4,35919,60000,1,42,1103.5,46347,565.3725,64,272.8333317,0,1
14,4172.229992,298.016428,0,Disloyal,2,0,2018,15,0,1.5,1,3,18403,60000,3,45,665,29925,565.278,47,492.8333333,1,0
6,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,13413,60000,1,48,501,24048,565.1414795,50,772.8333333,1,0
10,1398.790009,139.8790009,1,Loyal,4,0,2016,13,0,0.75,1,1,26909,60000,2,84,1086,91224,565.1100128,48,1209.833333,0,1
9,173.6499939,19.29444377,1,Loyal,1,0,2018,15,0,1.25,1,4,20530,60000,2,60,1049,62940,565.005,56,387.8333333,1,0
25,3002.540043,120.1016017,0,Disloyal,4,0,2017,14,0,1,2,1,7535,60000,2,48,540,25920,564.8475083,44,350.8333333,0,0
7,271.0299988,38.71857126,0,Disloyal,1,0,2018,15,0,1.75,2,3,24259,60000,1,36,963,34668,564.627,60,80.83333,0,0
12,8092.529972,674.3774977,0,Disloyal,1,1,2017,14,0,0.75,1,1,32623,60000,3,48,556,26688,564.6269953,44,817.8333333,1,1
12,6450.030117,537.5025098,0,Disloyal,1,1,2017,14,0,0.75,1,1,33730,60000,3,39,660,25740,564.5534976,54,596.7916667,1,0
13,9611.300036,739.330772,0,Disloyal,1,1,2016,13,0,0.75,1,1,16009,60000,3,48,825,39600,564.4589969,72,1033.833333,0,1
3,0,0,0,Disloyal,3,1,2014,11,0,0.75,2,1,138479,138479,1,60,1457,87420,564.1754854,33,1526.833333,1,0
4,94.04000092,23.51000023,0,Disloyal,1,1,2018,15,0,2,1,1,89765,89765,3,48,689.5,33096,564.1019943,34,657.3333332,0,1
5,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,4,37573,60000,1,48,1115,53520,563.7135014,41,750.8333333,0,0
8,589.9399986,73.74249983,0,Disloyal,1,1,2017,14,0,0.75,1,2,35692,60000,2,48,347,16656,563.598,54,512.8333333,0,0
6,2311.810059,385.3016765,0,Disloyal,1,0,2013,10,0,1.5,1,1,66791,66791,5,60,526,31560,563.4615051,53,836.8333333,0,1
15,3675.179977,245.0119985,0,Disloyal,1,0,2018,15,0,1.75,1,1,64425,64425,2,36,1095,39420,563.4405,53,278.7916667,1,0
2,0,0,0,Disloyal,4,0,2017,14,0,1,2,1,14245,60000,2,36,1413,50868,563.1675064,27,537.8333333,0,0
19,3315.709946,174.5110498,0,Disloyal,0.5,0,2018,15,0,0,3,2,30928,60000,1,30,895,26850,563.1150192,33,507.9166667,1,0
27,16721.48998,619.3144437,1,Loyal,1,0,2018,15,0,1.5,1,5,26672,60000,3,48,694,33312,562.9365051,49,488.8333333,1,0
15,1800.180038,120.0120025,0,Disloyal,1,0,2018,15,0,1.75,1,2,30212,60000,1,42,771,32382,562.7895,46,220.7917,0,1
26,5786.709957,222.5657676,0,Disloyal,2,0,2017,14,0,0.75,1,11,68363,68363,3,39,1033,40287,562.7055038,70,927.7916667,1,0
22,2950.529984,134.1149993,0,Disloyal,1,1,2016,13,0,0.75,2,3,58583,58583,3,48,969,46512,562.7055,55,1208.833333,1,0
5,372.3399963,74.46799926,1,Loyal,2,1,2016,13,0,0.75,1,1,30089,60000,2,48,548,26304,562.6110092,64,649.7916667,1,0
6,2030.419983,338.4033305,0,Disloyal,1,0,2018,15,0,1.25,1,1,58314,58314,2,45,881,39645,562.464,27,653.7916667,0,0
12,4372.560003,364.3800003,1,Loyal,1,0,2017,14,0,0.75,2,2,39141,60000,3,48,585,28080,562.3695282,52,583.7916667,0,0
3,1118.689979,372.8966597,0,Disloyal,2.5,0,2018,15,0,1.5,2,1,69419,69419,1,48,953,45744,562.317,33,480.8333316,0,0
9,1387.570007,154.1744452,0,Disloyal,1,0,2017,14,0,1,1,3,24152,60000,1,36,546,19656,562.275,75,486.8333333,1,0
10,1434.350025,143.4350025,0,Disloyal,1,1,2018,15,0,1.5,1,1,24782,60000,3,48,568,27264,562.0545,60,339.8333333,1,0
10,419.8699951,41.98699951,1,Loyal,2,0,2016,13,0,0.75,1,1,35087,60000,2,48,527,25296,561.9180119,60,1212.833333,1,1
26,6525.529922,250.9819201,0,Disloyal,2,0,2018,15,0,1.75,3,1,14992,60000,1,48,630,30240,561.9075096,51,162.3125,0,0
26,6525.529922,250.9819201,0,Disloyal,2,0,2018,15,0,1.75,3,1,14992,60000,1,48,630,30240,561.9075096,51,162.3125,0,1
12,0,0,0,Disloyal,2,1,2016,13,0,0.75,1,2,38783,60000,1,48,588,28224,561.7815308,61,1060.833333,0,0
5,492.7799988,98.55599976,0,Disloyal,1,0,2015,12,0,0.75,1,2,60942,60942,1,60,870,52200,561.6345154,47,1023.791667,1,0
11,2231.009983,202.8190894,0,Disloyal,1,0,2017,14,0,0.75,1,1,22816,60000,3,48,818,39264,561.5715179,43,589.7916667,0,0
5,1050.31002,210.062004,0,Disloyal,1,0,2017,14,0,0.75,1,1,53122,53122,2,60,592,35520,561.456,46,659.7916667,1,0
9,3916.229984,435.1366649,0,Disloyal,1,0,2012,9,0,1.75,1,1,106462,106462,1,72,545,39240,561.2774872,26,1762.791667,1,0
6,906.8699837,151.1449973,0,Disloyal,1,0,2016,13,0,0.75,1,2,71051,71051,1,72,334,24048,561.2354973,34,1085.3125,1,0
13,1985.219971,152.7092285,0,Disloyal,1,0,2017,14,0,0.75,1,1,42626,60000,1,36,443,15948,561.1199936,50,850.8333333,0,0
11,387.4900055,35.22636414,0,Disloyal,2,0,2018,15,0,2,1,1,20368,60000,1,48,569,27312,561.0779861,53,226.7916667,1,0
3,542,180.6666667,0,Disloyal,1,0,2018,15,0,0,1,1,14612,60000,1,24,472,11328,560.8155,22,43.83333,0,0
11,5165.55003,469.5954573,0,Disloyal,1,0,2017,14,0,0.75,1,1,41619,60000,1,39,567,22113,560.5740051,56,372.8333333,0,0
11,7369.049957,669.9136325,1,Loyal,2,0,2017,14,0,0.75,1,4,21891,60000,1,36,1035,37260,560.322,70,822.8333333,1,1
9,1494.979958,166.1088842,0,Disloyal,0.5,0,2018,15,0,0,5,3,41811,60000,4,48,873,41904,560.3114871,47,933.9166665,0,0
3,195,65,0,Disloyal,1,0,2018,15,0,1.25,1,1,28267,60000,2,45,1171,52695,560.2589859,47,546.7916667,0,0
12,2695.110027,224.5925023,0,Disloyal,1,0,2016,13,0,0.75,1,2,54867,54867,2,48,763,36624,560.112,36,892.8333333,1,0
6,870.25,145.0416667,0,Disloyal,4,0,2018,15,0,1.5,1,1,79201,79201,1,30,429.5,12885,559.8285013,20,661.3333333,1,0
7,2575.940002,367.9914289,0,Disloyal,7,0,2017,14,0,0.75,1,1,34160,60000,2,36,556,20016,559.6710205,42,826.8333333,0,0
1,0,0,0,Disloyal,4,0,2018,15,0,1.5,2,1,162547,162547,1,42,1389.5,58359,559.3245026,39,538.4166667,1,0
11,2552.169941,232.0154492,0,Disloyal,9,0,2018,15,0,1.75,2,1,32569,60000,3,45,919,41355,559.1354994,56,487.8125166,0,1
13,9.949999809,0.765384601,0,Disloyal,1,0,2017,14,0,0.75,1,3,31731,60000,2,48,966,46368,558.8729977,43,772.8333333,1,0
9,254.8200073,28.31333414,0,Disloyal,2,0,2017,14,0,0,1,2,29429,60000,2,48,790,37920,558.5684898,54,828.8333333,0,1
12,1562.450012,130.2041677,0,Disloyal,5,0,2017,14,0,0.75,1,2,35760,60000,3,48,610,29280,558.3269877,50,814.8333333,1,0
29,5566.780029,191.957932,1,Loyal,1,0,2016,13,0,0.75,1,2,88937,88937,1,60,738,44280,558.316509,69,974.7916667,1,0
5,583.3399963,116.6679993,0,Disloyal,2,0,2016,13,0,0.75,1,1,47475,47475,1,48,832,39936,558.3165,41,1192.833333,0,0
12,1181.040024,98.420002,0,Disloyal,1,0,2016,13,0,0,1,3,46470,46470,3,48,675,32400,558.2850108,48,948.7916667,1,0
14,2601.98999,185.8564279,0,Disloyal,1,0,2017,14,0,0.75,1,2,44393,60000,1,45,796,35820,558.2325009,46,645.7916667,1,1
10,723.6300049,72.36300049,0,Disloyal,1.5,1,2017,14,0,1.75,1,4,46511,46511,1,48,1168.5,56088,558.0224928,68,551.8125,1,0
11,4084.25,371.2954545,0,Disloyal,1,0,2018,15,0,1.5,1,2,187930,187930,1,46.5,935.5,43500.75,557.8755039,48,642.3125,0,0
3,39.99000168,13.33000056,1,Loyal,1,0,2017,14,500,0.75,1,1,28599,60000,1,48,715,34320,557.7075256,31,285.7916667,0,0
5,19.95000076,3.990000152,0,Disloyal,19,0,2018,15,0,1.5,1,1,16196,60000,3,48,748,35904,557.55,41,456.8333333,0,1
9,1202.759998,133.6399998,1,Loyal,2,0,2018,15,0,2,1,2,23552,60000,1,48,819,39312,557.361,45,208.7917,0,1
5,80,16,0,Disloyal,1,0,2015,12,0,0,1,3,73437,73437,4,48,929,44592,557.3295005,45,998.7916667,0,0
10,116.7000008,11.67000008,0,Disloyal,1,0,2016,13,0,0.75,1,1,26464,60000,2,60,369,22140,556.4894897,64,1102.833333,0,0
44,16722.6502,380.0602318,0,Disloyal,1.25,0,2019,16,0,0,4,8,32588,60000,3,45.75,895.75,40980.5625,556.1324982,34,378.84375,0,1
12,515.8400154,42.98666795,0,Disloyal,1,0,2015,12,0,0.75,2,1,79204,79204,4,60,745,44700,556.08,41,1232.833333,1,1
12,1001.5,83.45833333,1,Loyal,1,1,2017,14,0,0.75,1,4,31558,60000,3,48,558,26784,556.017,59,507.8333333,1,0
6,381.9599915,63.65999858,0,Disloyal,1,0,2015,12,0,1.25,1,1,78686,78686,2,60,697,41820,555.8070282,36,1186.833333,0,0
12,2380.870041,198.4058368,0,Disloyal,1,1,2015,12,0,0.75,1,1,44352,60000,2,60,575,34500,555.7125015,62,997.7916667,1,0
19,905.9899902,47.68368369,1,Loyal,28,0,2018,15,0,1.5,1,3,12897,60000,1,48,871,41808,555.5339859,42,437.8333333,0,1
10,1325,132.5,0,Disloyal,1,1,2016,13,0,0.75,1,1,56550,56550,1,48,991,47568,555.4815308,42,962.7916667,1,1
13,7617.739944,585.9799957,0,Disloyal,2,0,2018,15,0,1.5,1,1,20333,60000,3,48,1150,55200,555.45,56,297.7916667,1,0
13,1018.589985,78.35307577,1,Loyal,1,0,2017,14,0,0.75,1,2,35879,60000,1,42,889,37338,555.2609892,48,477.8333333,1,0
7,1494.330013,213.4757161,0,Disloyal,1,0,2016,13,0,0.75,1,1,46389,46389,1,48,767,36816,554.9775,47,871.8333333,1,1
2,0,0,0,Disloyal,2,1,2018,15,0,1.5,1,4,25352,60000,1,48,651,31248,554.967009,49,515.8333333,1,0
10,7541.830063,754.1830063,0,Disloyal,17,1,2019,16,0,2,2,4,4489,60000,1,42,574,24108,554.7884949,72,270.7916667,0,1
47,19552.10013,416.0021304,0,Disloyal,15,1,2016,13,0,0.75,1,8,54794,54794,1,48,1221,58608,554.4734989,72,997.7916667,0,1
18,6084.930077,338.0516709,1,Loyal,1,1,2018,15,0,1.75,1,4,5254,60000,1,48,835,40080,554.2845,49,288.7916667,0,0
10,2914.779984,291.4779984,0,Disloyal,1,0,2017,14,0,1.5,2,3,44598,60000,4,54,1682,90828,554.1374975,52,839.3333332,0,0
17,2295.020008,135.0011769,0,Disloyal,1,0,2016,13,0,1.25,2,8,76371,76371,1,48,812,38976,554.1269983,49,1024.791667,0,0
5,643.1799927,128.6359985,0,Disloyal,1,1,2015,12,0,0.75,1,1,46730,46730,4,60,395,23700,553.9695017,58,1151.833333,0,0
33,16132.85003,488.8742433,1,Loyal,2,0,2017,14,0,1.5,1,3,14103,60000,1,36,456,16416,553.874984,50,340.8333333,1,0
8,923,115.375,0,Disloyal,2,0,2016,13,0,0.75,1,2,47427,47427,4,60,678,40680,553.7594858,61,530.8333333,0,0
10,885.3300056,88.53300056,1,Loyal,1,1,2018,15,0,1.75,2,5,10849,60000,4,48,750,36000,553.7175064,63,270.7916667,1,0
17,2238.759939,131.6917611,0,Disloyal,1,1,2018,15,0,1.75,1,3,19419,60000,3,45,541,24345,553.6755,57,193.7917,1,1
21,5358.409991,255.1623805,0,Disloyal,1,0,2010,7,0,0.75,4,2,111078,111078,1,72,290,20880,553.2450256,34,1820.833333,0,0
