Times_serviced,Total_service_pay,Average_service_pay,Loyal_or_Disloyal,Loyal,Service_time,Commercial_electronic_messages,Model_year,Number_of_years,Customer_cost,Rate,Number_active_cars,number_historic_cars,odometer_reading,Income,province,Term,Total_monthly_payment,Total_pay,Warranty_pay,Age,Days_since_last_service,Used_or_New,product_category
5,0,0,1,Loyal,1,1,2018,15,0,1,1,2,11320,60000,1,45,893,40185,144.8894993,54,305.8333333,1,0
5,930.9700165,186.1940033,1,Loyal,1,0,2017,14,0,1.25,2,2,20255,60000,1,48,576,27648,144.8894993,41,361.8333333,0,0
3,4875,1625,1,Loyal,1,0,2018,15,0,1.5,1,1,27516,60000,1,45,862,38790,144.8894993,56,381.8333333,0,0
8,3404.940006,425.6175008,0,Disloyal,1,0,2011,8,0,1,1,1,36258,60000,1,60,596,35760,144.8370006,50,1443.833333,1,1
4,1669.5,417.375,0,Disloyal,1,0,2018,15,0,0,1,3,8016,60000,3,45,633,28485,144.795,74,236.7917,0,0
3,694.5999756,231.5333252,1,Loyal,4,0,2016,13,0,1.25,1,1,67092,67092,2,48,1089,52272,144.7949996,31,1057.833333,0,1
1,0,0,1,Loyal,1,0,2018,15,0,2,1,3,18506,60000,1,39,1041,40599,144.7634984,52,101.8333333,1,0
4,155,38.75,0,Disloyal,2,0,2017,14,0,2,1,1,14475,60000,2,48,649,31152,144.6899967,44,551.7916667,0,1
11,3309.849903,300.8954457,1,Loyal,1,0,2018,15,0,1.5,2,4,11986,60000,1,48,572,27456,144.6375035,57,88.83333333,1,0
5,95.45999908,19.09199982,0,Disloyal,2,0,2018,15,0,1.75,2,0,3783,60000,2,48,745,35760,144.6269973,44,317.8333333,0,1
11,357,32.45454545,0,Disloyal,1,0,2018,15,0,1.5,1,5,7300,60000,2,48,707,33936,144.6269973,68,312.8333333,1,0
7,952.5800033,136.0828576,0,Disloyal,1,0,2018,15,0,1.25,1,1,21550,60000,2,48,654,31392,144.6269973,56,331.8333333,1,0
10,2034.549988,203.4549988,0,Disloyal,2,0,2018,15,0,1.75,1,1,15383,60000,1,48,556,26688,144.5745,31,389.8333333,1,0
5,906.75,181.35,0,Disloyal,3,0,2019,16,0,2,1,1,0,60000,2,24,526,12624,144.543,24,14.83333,1,1
5,441.3900146,88.27800292,1,Loyal,2,0,2018,15,0,2,1,1,10258,60000,2,39,521,20319,144.543,24,24.83333,1,0
11,235.4700012,21.40636375,1,Loyal,1,0,2018,15,0,0,1,3,372,60000,2,36,671,24156,144.543,63,186.7917,1,1
3,428.7200012,142.9066671,1,Loyal,1,0,2019,16,0,1.75,1,1,13064,60000,2,48,958,45984,144.543,56,30.83333,1,0
2,3325.410034,1662.705017,0,Disloyal,13,0,2017,14,0,0,1,1,51548,51548,1,48,1080,51840,144.5325,56,605.7916667,1,1
8,164.8200073,20.60250091,0,Disloyal,4,0,2018,15,0,1.75,1,1,10835,60000,1,48,931,44688,144.5325,53,141.8333,0,1
24,13346.03983,556.0849929,0,Disloyal,1,1,2019,16,0,0,1,3,14700,60000,1,24,663,15912,144.5325,50,129.8333,0,1
12,5962.790009,496.8991674,0,Disloyal,2,1,2016,13,0,0.75,2,4,58619,58619,1,48,753,36144,144.501,46,891.8333333,0,0
10,1718.990005,171.8990005,0,Disloyal,2,0,2018,15,0,0,2,1,1097,60000,1,48,829,39792,144.501,33,214.7917,0,1
12,1205.459999,100.4549999,1,Loyal,1,0,2018,15,0,2,1,2,8956,60000,1,48,1092,52416,144.501,42,148.8333,1,0
11,0,0,0,Disloyal,1,0,2019,16,0,2,2,5,14474,60000,1,42,1140,47880,144.501,39,120.8333,1,0
10,1343.810013,134.3810013,1,Loyal,1,0,2018,15,0,1.75,1,1,15399,60000,1,48,1037,49776,144.501,49,114.8333,0,0
9,1332.209991,148.0233323,0,Disloyal,1,1,2016,13,0,0.75,1,1,36429,60000,1,60,893,53580,144.501,32,964.7916667,1,0
9,72,8,1,Loyal,1,0,2018,15,0,2,1,3,6408,60000,1,48,837,40176,144.501,51,114.8333,1,0
7,199.9499969,28.56428527,0,Disloyal,1,0,2018,15,0,1.5,1,4,7671,60000,1,39,963,37557,144.501,70,228.7917,0,0
6,75,12.5,0,Disloyal,1,1,2018,15,0,2,1,1,13828,60000,1,48,969,46512,144.501,35,159.8333,1,0
5,2832.849899,566.5699798,1,Loyal,1,0,2018,15,0,2,1,1,10506,60000,1,48,1003,48144,144.501,33,138.8333,0,0
5,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,14035,60000,1,24,555,13320,144.501,24,229.7917,1,0
3,4778.139999,1592.713333,0,Disloyal,1,0,2018,15,0,1.75,2,1,10139,60000,1,48,1160,55680,144.501,39,113.8333,0,0
3,199.9499969,66.64999897,1,Loyal,1,0,2018,15,0,1.5,1,1,7585,60000,1,48,883,42384,144.501,42,114.8333,1,0
1,0,0,1,Loyal,1,1,2018,15,0,2,1,1,13503,60000,1,48,871,41808,144.501,36,152.8333,1,0
1,0,0,1,Loyal,1,0,2018,15,0,1.5,2,2,13452,60000,1,42,516,21672,144.501,70,220.7917,0,1
26,7586.270027,291.7796164,0,Disloyal,2,0,2018,15,0,1.5,2,3,12551,60000,1,48,1076,51648,144.5009964,43,255.7916667,0,1
2,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,10623,60000,1,48,707,33936,144.5009964,33,268.7916667,0,0
1,0,0,0,Disloyal,1,0,2018,15,0,1.5,2,1,15815,60000,1,48,881,42288,144.5009964,41,283.7916667,0,0
12,129,10.75,0,Disloyal,0.5,0,2018,15,0,1.5,1,2,9606,60000,1,45,580,26100,144.5009964,35,464.3958334,1,0
27,12628.73003,467.7307419,1,Loyal,1,0,2019,16,0,1.5,3,5,11356,60000,3,36,1183,42588,144.4905,56,291.7916667,1,0
18,19931.02995,1107.279442,0,Disloyal,1,0,2018,15,0,1.5,3,11,8707,60000,3,48,1012,48576,144.4905,56,401.8333333,0,0
8,968.9100113,121.1137514,1,Loyal,1,1,2018,15,0,2,1,1,5915,60000,3,48,819,39312,144.4905,46,78.83333,1,0
1,0,0,0,Disloyal,1,0,2019,16,0,0,1,2,12841,60000,3,45,1063,47835,144.4905,56,47.83333,0,1
8,2193.439991,274.1799989,0,Disloyal,0.5,0,2018,15,0,2,1,2,59370,59370,3,48,1017.5,48840,144.4905,56,394.41665,1,1
2,245.5,122.75,0,Disloyal,0.5,0,2018,15,0,0,1,1,65536,65536,3,42,684,28728,144.4905,70,407.41665,0,1
10,1206.639996,120.6639996,0,Disloyal,4,0,2015,12,0,1.75,2,1,56676,56676,1,36,405,14580,144.4694962,50,372.8333333,1,0
7,2993.77993,427.6828471,1,Loyal,1,0,2017,14,0,0.75,1,1,17729,60000,1,39,1015,39585,144.4379999,42,424.8333333,0,0
9,338,37.55555556,1,Loyal,1,0,2018,15,0,0,2,3,12240,60000,1,48,1218,58464,144.3959985,48,71.83333333,0,0
12,6002.560066,500.2133388,0,Disloyal,2,1,2019,16,0,0,1,4,1188,60000,2,36,1394,50184,144.375,68,32.83333,1,1
15,498.7000122,33.24666748,0,Disloyal,1,0,2019,16,0,0,1,4,8171,60000,2,39,1539,60021,144.375,45,30.83333,1,0
15,4197.600006,279.8400004,1,Loyal,11,0,2019,16,0,2,1,2,14840,60000,3,39,796,31044,144.3539975,56,298.7916667,0,0
5,284.8500061,56.97000122,0,Disloyal,1,0,2019,16,0,2,1,1,14282,60000,3,48,975,46800,144.3539975,56,150.8333333,0,1
6,1776.320007,296.0533345,1,Loyal,2,0,2019,16,0,1.5,1,1,16215,60000,1,36,941,33876,144.2910016,29,311.8333333,1,0
18,4102.740011,227.9300006,1,Loyal,1,0,2016,13,0,0,3,6,49924,49924,2,48,590,28320,144.2805,53,29.83333,0,0
5,0,0,1,Loyal,1,0,2019,16,0,2,1,1,0,60000,2,45,817,36765,144.2805,38,9.833333,0,1
2,90.80000305,45.40000153,0,Disloyal,0.5,1,2018,15,0,1.75,1,2,11879,60000,2,48,585,28080,144.2805,40,343.416665,0,1
12,8292.210102,691.0175085,1,Loyal,2,1,2018,15,0,1.75,2,2,15671,60000,4,36,1076,38736,144.2385024,49,163.8333333,1,0
6,0,0,1,Loyal,1,1,2018,15,0,1.5,1,2,6680,60000,2,48,931,44688,144.2385024,44,302.8333333,0,0
4,94.5,23.625,0,Disloyal,1,0,2018,15,0,2,1,1,4740,60000,2,36,507,18252,144.2385024,25,276.7916667,1,0
1,0,0,0,Disloyal,0.5,1,2018,15,0,0,2,2,44872,60000,2,54,905.5,48897,144.2385024,49,470.8958334,1,0
1,0,0,0,Disloyal,1,0,2014,11,0,0.75,1,1,73502,73502,3,60,562,33720,144.2385009,37,582.7916667,1,0
9,375.4599915,41.71777683,1,Loyal,4,0,2018,15,0,1.5,2,1,9456,60000,2,36,427,15372,144.2385,51,441.8333333,1,0
2,895.8800049,447.9400025,0,Disloyal,3,0,2016,13,0,2,1,1,30539,60000,2,24,1171,28104,144.2385,49,291.7916667,0,1
1,750.7399788,750.7399788,0,Disloyal,3,0,2018,15,0,1.5,1,6,28067,60000,2,42,1075,45150,144.2385,56,121.8333,0,0
16,344.1800006,21.51125004,1,Loyal,1,0,2018,15,0,2,1,3,10151,60000,2,48,861,41328,144.2385,59,130.8333,1,0
12,1272.170017,106.0141681,1,Loyal,1,0,2018,15,0,1.75,1,3,6103,60000,2,48,1244,59712,144.2385,56,226.7917,0,0
6,410.4500122,68.40833537,1,Loyal,1,0,2018,15,0,1.5,1,1,9711,60000,2,42,1118,46956,144.2385,41,141.8333,1,0
5,2953.909912,590.7819824,1,Loyal,1,1,2018,15,0,0,2,3,18244,60000,2,39,1125,43875,144.2385,44,386.8333333,1,0
4,0,0,1,Loyal,1,1,2018,15,0,1.5,1,1,5809,60000,2,48,1004,48192,144.2385,40,130.8333,0,1
4,280,70,1,Loyal,1,0,2018,15,0,1.5,1,1,10569,60000,2,48,971,46608,144.2385,45,180.7917,0,1
5,822.3599854,164.4719971,1,Loyal,1,1,2019,16,0,1.75,1,1,7688,60000,1,45,894,40230,144.207,44,47.83333,1,0
2,0,0,1,Loyal,3,0,2019,16,0,1.75,1,1,14173,60000,1,45,738,33210,144.186,28,158.8333,0,0
2,638.2700195,319.1350098,1,Loyal,2,0,2018,15,0,1.25,1,2,5412,60000,1,45,659,29655,144.186,44,177.7917,0,0
10,1912.649952,191.2649952,0,Disloyal,1,0,2018,15,0,1.5,1,3,5747,60000,1,45,986,44370,144.186,40,164.8333,1,0
10,3141.670013,314.1670013,1,Loyal,1,1,2018,15,0,2,1,1,18328,60000,4,48,717,34416,144.1859957,53,298.7916667,1,0
11,10094.48978,917.6808891,1,Loyal,2,0,2017,14,0,1,1,1,9026,60000,1,42,1098,46116,144.1754999,47,474.8333333,1,0
8,1231.809998,153.9762498,0,Disloyal,1,0,2018,15,0,1.5,1,4,18596,60000,1,42,1077,45234,144.1754999,46,449.8333333,1,0
6,189.9499969,31.65833282,1,Loyal,1,0,2016,13,0,0.75,1,1,59682,59682,1,60,1105,66300,144.1754999,35,950.7916667,1,1
11,900.9900055,81.90818232,0,Disloyal,2,0,2018,15,0,1.5,2,3,6884,60000,1,48,772,37056,144.1440002,55,263.7916667,0,0
10,385.1799927,38.51799927,0,Disloyal,1,1,2018,15,0,2,1,2,14636,60000,1,48,742,35616,144.1440002,40,121.8333333,0,0
9,5164.370007,573.8188897,0,Disloyal,1,0,2018,15,0,1.5,1,1,16717,60000,1,45,1043,46935,144.1440002,56,274.7916667,1,0
6,17.45999908,2.909999847,0,Disloyal,1,0,2018,15,0,2,1,3,3562,60000,1,48,709,34032,144.1440002,69,116.8333333,0,0
2,3960,1980,0,Disloyal,1,0,2018,15,0,2,1,1,12397,60000,1,48,958,45984,144.1440002,56,303.8333333,0,0
13,2135.149979,164.2423061,1,Loyal,3,0,2018,15,0,1.5,1,1,7487,60000,1,48,750,36000,144.144,31,182.7917,0,1
12,1842.800007,153.5666673,0,Disloyal,2,0,2017,14,0,1.5,2,1,16192,60000,1,48,830,39840,144.144,72,500.8333333,1,1
8,1734.920044,216.8650055,0,Disloyal,1.5,0,2017,14,0,0.75,2,2,64252,64252,1,48,787,37776,144.144,49,598.9166667,0,0
12,2049.759972,170.813331,1,Loyal,1,1,2018,15,0,1.5,2,2,10530,60000,1,48,778,37344,144.144,54,172.8333,1,0
11,3407.509979,309.7736345,0,Disloyal,1,1,2018,15,0,2,1,2,1867,60000,1,48,1353,64944,144.144,70,235.7917,1,0
8,1357.690002,169.7112503,0,Disloyal,1,0,2018,15,0,2,2,2,14388,60000,3,48,1036,49728,144.144,66,96.83333,1,0
7,537.7699833,76.82428333,0,Disloyal,1,0,2019,16,0,2,1,2,14414,60000,3,39,1354,52806,144.144,56,136.8333,0,1
1,78,78,0,Disloyal,1,0,2018,15,0,1.75,1,1,9571,60000,1,48,865,41520,144.144,38,162.8333,0,0
6,0,0,1,Loyal,5,0,2016,13,0,0.75,1,1,30448,60000,1,48,1024,49152,144.1230037,33,834.8333333,1,1
15,6020.000065,401.3333377,0,Disloyal,1,0,2016,13,0,0.75,1,2,64749,64749,1,60,576,34560,144.1230037,46,907.7916667,1,1
11,3810.950012,346.4500011,1,Loyal,1,0,2018,15,0,1.5,1,1,14997,60000,1,36,803,28908,144.1230037,50,451.8333333,1,0
4,50,12.5,1,Loyal,1,0,2018,15,0,1.25,1,2,10381,60000,1,36,1032,37152,144.1230037,41,304.8333333,1,1
3,2884.160042,961.3866807,0,Disloyal,1.5,0,2018,15,0,2,1,1,14705,60000,3,36,907.5,32670,144.0389968,24,608.3958334,0,1
7,1007.530018,143.9328597,1,Loyal,1,0,2018,15,0,1.5,1,3,17896,60000,3,45,639,28755,144.0389968,51,423.8333333,1,0
3,1722.799995,574.266665,0,Disloyal,1,1,2017,14,0,0.75,1,1,21460,60000,3,48,739,35472,144.0389968,43,642.7916667,1,0
5,0,0,0,Disloyal,2,0,2019,16,0,1.75,1,2,11585,60000,2,45,715,32175,144.0285,36,33.83333,1,0
3,389.0499878,129.6833293,1,Loyal,2,0,2019,16,0,1.75,1,1,0,60000,2,48,541,25968,144.0285,67,75.83333,1,0
1,0,0,0,Disloyal,2,0,2018,15,0,1.75,2,1,4139,60000,2,48,633,30384,144.0285,61,86.83333,1,0
17,6093.320007,358.4305886,0,Disloyal,1,0,2019,16,0,1.75,1,1,12936,60000,2,42,1087,45654,144.0285,51,316.8333333,1,0
15,2397.719984,159.8479989,1,Loyal,1,0,2018,15,0,1.5,1,3,6682,60000,2,48,699,33552,144.0285,32,91.83333,1,0
15,1278.920013,85.2613342,1,Loyal,1,1,2017,14,0,1.5,2,5,33019,60000,2,48,616,29568,144.0285,56,63.83333,1,0
7,0,0,1,Loyal,1,0,2018,15,0,0,2,2,9822,60000,2,45,718,32310,144.0285,54,43.83333,1,0
5,475.6800079,95.13600158,1,Loyal,1,0,2018,15,0,1.5,1,6,9786,60000,2,48,681,32688,144.0285,69,31.83333,1,0
2,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,3374,60000,2,45,487,21915,144.0285,62,49.83333,0,0
10,2652.669983,265.2669983,0,Disloyal,1,0,2016,13,0,0.75,1,2,36841,60000,1,48,718,34464,143.9969994,37,1019.791667,1,0
1,169.9900055,169.9900055,0,Disloyal,1,0,2018,15,0,1.5,1,1,10417,60000,1,48,664,31872,143.9235037,52,98.83333333,1,0
4,1346.22998,336.557495,1,Loyal,1,0,2017,14,0,0.75,1,1,25622,60000,1,48,612,29376,143.892,53,148.8333,1,0
4,1052.420013,263.1050033,1,Loyal,1,0,2018,15,0,1.5,2,2,22549,60000,1,48,794,38112,143.891993,63,491.8333333,1,0
8,7048.449745,881.0562181,1,Loyal,2,1,2018,15,0,1.5,1,4,15529,60000,4,39,1134,44226,143.8815,58,311.8333333,0,1
3,194.9499969,64.9833323,1,Loyal,1,0,2018,15,0,1.5,1,1,14634,60000,4,48,803,38544,143.8815,43,152.8333,1,0
35,11298.58011,322.8165746,1,Loyal,1,0,2018,15,0,1.5,2,4,9426,60000,4,48,607,29136,143.8814982,62,333.8333333,0,0
11,1716.449947,156.0409043,0,Disloyal,1,0,2018,15,0,1.5,1,2,9114,60000,4,48,683,32784,143.8814982,52,212.7916667,1,0
10,1117.770004,111.7770004,0,Disloyal,1,1,2018,15,0,1.75,2,1,8023,60000,4,45,467,21015,143.8814982,50,267.7916667,0,0
8,1059.170013,132.3962516,0,Disloyal,1,0,2018,15,0,1.5,1,1,14858,60000,3,48,715,34320,143.871,23,47.83333333,1,1
26,13070.49008,502.7111569,1,Loyal,2,0,2018,15,0,0,3,3,14920,60000,1,45,426,19170,143.8605042,56,205.7916667,1,0
15,2135.949982,142.3966655,0,Disloyal,1,1,2017,14,0,1.25,1,3,0,60000,2,48,925,44400,143.8605017,49,360.8333333,0,1
11,1079.029999,98.09363627,1,Loyal,1,0,2018,15,0,1.5,1,2,14272,60000,2,48,1160,55680,143.8605017,56,309.8333333,0,1
8,675,84.375,1,Loyal,1,0,2018,15,0,1.5,1,2,10988,60000,2,45,1290,58050,143.8605017,39,341.8333333,1,0
5,354.6799927,70.93599854,0,Disloyal,1,0,2017,14,0,1.5,1,1,1746,60000,2,48,1150,55200,143.8605017,48,352.8333333,1,0
27,8108.320038,300.3081496,0,Disloyal,1,0,2019,16,0,0,1,4,4342,60000,2,39,1407,54873,143.7975,56,32.83333,1,0
20,918.8000259,45.9400013,1,Loyal,3,0,2018,15,0,1.5,1,2,13276,60000,3,45,955,42975,143.766,53,418.8333333,0,1
18,964.6399956,53.59111087,0,Disloyal,3,1,2018,15,0,1.5,2,3,10369,60000,3,48,840,40320,143.766,56,212.7917,0,1
14,4970.270012,355.0192866,1,Loyal,1,0,2019,16,0,2,1,1,0,60000,2,48,835,40080,143.766,56,50.83333,1,0
12,1280.649963,106.7208303,1,Loyal,1,0,2019,16,0,2,1,1,12530,60000,2,45,788,35460,143.766,27,37.83333,1,0
12,257.5200005,21.46000004,0,Disloyal,1,0,2018,15,0,1.5,1,2,9861,60000,2,48,725,34800,143.766,56,39.83333,1,0
11,156.4399948,14.22181771,1,Loyal,1,0,2018,15,0,2,1,4,3187,60000,2,48,663,31824,143.766,79,64.83333,1,0
7,2707.400013,386.7714304,1,Loyal,1,0,2018,15,0,1.75,2,2,9738,60000,2,48,863,41424,143.766,47,31.83333,0,0
5,168.8699951,33.77399902,1,Loyal,1,1,2018,15,0,1.5,1,5,19788,60000,2,45,834,37530,143.766,62,39.83333,1,0
5,159.9499969,31.98999938,0,Disloyal,1,1,2018,15,0,1.75,1,1,13400,60000,2,48,618,29664,143.766,56,71.83333,1,0
5,310.409997,62.0819994,0,Disloyal,1,0,2018,15,0,1.5,1,1,13368,60000,2,48,446,21408,143.766,71,60.83333,1,0
4,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,10771,60000,2,48,547,26256,143.766,33,78.83333,0,1
3,0,0,0,Disloyal,1,0,2018,15,0,2,1,1,13978,60000,2,48,525,25200,143.766,55,58.83333,1,0
2,154.2399979,77.11999895,0,Disloyal,1,0,2018,15,0,2,1,1,11058,60000,2,39,523,20397,143.766,23,36.83333,1,0
2,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,5098,60000,2,36,342,12312,143.766,49,60.83333,0,0
10,406.8499985,40.68499985,0,Disloyal,0.5,0,2018,15,0,2,2,2,12975,60000,3,48,798,38304,143.766,69,393.41665,1,0
13,2057.220005,158.2476927,0,Disloyal,2,0,2018,15,0,1.5,1,2,21424,60000,3,45,971,43695,143.7659976,53,290.7916667,1,0
24,25347.82961,1056.159567,1,Loyal,1,0,2019,16,0,2,2,3,20447,60000,3,48,924,44352,143.7659976,51,205.7916667,1,0
19,10530.47003,554.2352647,0,Disloyal,1,1,2018,15,0,1.5,3,1,2321,60000,3,39,1041,40599,143.7659976,59,303.8333333,1,0
16,211.7799988,13.23624993,1,Loyal,1,1,2018,15,0,2,1,3,10697,60000,3,48,762,36576,143.7659976,60,130.8333333,0,0
14,11342.86001,810.2042864,1,Loyal,1,0,2018,15,0,1.75,1,2,10025,60000,3,36,768,27648,143.7659976,39,225.7916667,1,0
8,5942.339981,742.7924976,1,Loyal,1,1,2018,15,0,1.75,1,1,20053,60000,3,48,870,41760,143.7659976,30,285.7916667,0,0
7,4861.229988,694.4614269,0,Disloyal,1,0,2019,16,0,2,1,1,17033,60000,3,48,1037,49776,143.7659976,63,256.7916667,0,0
7,615.5200119,87.93143027,0,Disloyal,1,0,2017,14,0,0.75,1,2,24972,60000,3,48,608,29184,143.7659976,55,821.8333333,0,0
6,2986.689972,497.781662,1,Loyal,1,1,2018,15,0,1.5,1,1,14011,60000,3,48,901,43248,143.7659976,25,281.7916667,1,0
5,1319.589992,263.9179984,0,Disloyal,1,1,2018,15,0,2,1,1,13831,60000,3,39,1105,43095,143.7659976,56,129.8333333,1,0
5,540.1800079,108.0360016,1,Loyal,1,0,2018,15,0,1.5,2,1,13780,60000,3,39,1069,41691,143.7659976,50,289.7916667,1,0
18,1025.840012,56.99111178,1,Loyal,1,0,2016,13,0,0,2,13,27828,60000,4,60,1111,66660,143.7450016,49,959.7916667,1,0
23,10070.07985,437.8295587,0,Disloyal,1,0,2017,14,227,0.75,1,4,46996,46996,3,42,1155,48510,143.7135004,56,663.7916667,0,1
5,0,0,1,Loyal,1,0,2018,15,0,1.5,1,2,25766,60000,3,42,1022,42924,143.7135004,43,193.7916667,0,0
11,1971.720024,179.2472749,0,Disloyal,0.5,0,2018,15,0,1.75,4,1,15011,60000,3,48,862.5,41400,143.7135004,35,404.9166667,0,0
11,1971.720024,179.2472749,0,Disloyal,0.5,0,2018,15,0,1.75,4,1,15011,60000,3,48,862.5,41400,143.7135004,35,404.9166667,1,1
22,1863.169983,84.68954468,1,Loyal,1,0,2019,16,0,2,1,3,14556,60000,1,45,935,42075,143.682,38,23.83333,1,0
10,1061.740051,106.1740051,1,Loyal,1,0,2018,15,0,2,1,1,12536,60000,1,48,833,39984,143.682,46,123.8333,1,0
9,796.0599823,88.45110914,1,Loyal,1,0,2019,16,0,0,1,2,10,60000,1,45,1306,58770,143.682,53,88.83333,1,0
7,962.1800232,137.454289,1,Loyal,1,1,2018,15,0,1.5,1,5,8307,60000,2,45,713,32085,143.682,40,100.8333,1,0
2,0,0,0,Disloyal,1,0,2018,15,0,1.75,1,1,11572,60000,1,48,993,47664,143.682,63,37.83333,1,0
1,273.7299957,273.7299957,0,Disloyal,1,0,2018,15,0,2,1,3,12437,60000,2,48,718,34464,143.682,56,105.8333,0,1
1,0,0,0,Disloyal,1,0,2018,15,0,1.75,1,3,15473,60000,2,48,539,25872,143.682,37,92.83333,1,0
5,3807.18998,761.437996,1,Loyal,1,1,2018,15,0,1.75,3,2,12292,60000,1,48,696,33408,143.6610017,55,130.8333333,1,0
5,0,0,0,Disloyal,1,0,2018,15,0,1.5,1,1,15250,60000,2,48,840,40320,143.6189997,50,148.8333333,1,0
3,0,0,0,Disloyal,1,1,2018,15,0,1.5,1,5,13437,60000,2,48,1125,54000,143.6189997,49,123.8333333,0,0
5,54.45000076,10.89000015,0,Disloyal,5,0,2018,15,0,1.75,1,1,7985,60000,2,48,931,44688,143.6085005,56,54.83333333,0,1
9,2941.710003,326.856667,0,Disloyal,1,1,2018,15,0,2,1,3,3794,60000,2,39,1022,39858,143.6085005,56,197.7917,0,0
2,919.4000244,459.7000122,1,Loyal,1,0,2018,15,0,0,1,1,4,60000,2,24,1004,24096,143.6085005,48,25.83333333,0,0
1,0,0,1,Loyal,1,1,2018,15,0,0,1,1,4485,60000,2,36,706,25416,143.6085005,30,50.83333333,0,0
2,3926.750046,1963.375023,0,Disloyal,5,0,2018,15,0,1.5,1,1,10638,60000,2,48,1079,51792,143.5665,56,498.9166667,0,0
6,1957.960041,326.3266735,1,Loyal,2,0,2017,14,0,0.75,1,4,35548,60000,3,48,725,34800,143.545507,52,772.8333333,0,1
3,421.9599972,140.6533324,1,Loyal,1,0,2018,15,0,2,1,1,0,60000,1,48,595,28560,143.493,54,15.83333,0,0
5,105,21,1,Loyal,1,0,2016,13,0,1.5,2,5,50721,50721,2,48,1066,51168,143.4929983,49,766.8333333,0,0
34,7948.289982,233.7732348,1,Loyal,1,0,2017,14,0,1.25,1,8,23074,60000,2,60,1422,85320,143.4614986,60,490.8333333,1,0
6,2021.560043,336.9266738,0,Disloyal,1,0,2018,15,0,0,2,1,16381,60000,5,39,1000,39000,143.4614986,51,319.8333333,1,0
16,1416.409981,88.52562381,0,Disloyal,1,0,2018,15,0,2,2,4,3362,60000,2,48,616,29568,143.4195,49,268.7916667,1,0
11,1744.559994,158.5963631,1,Loyal,1,0,2018,15,0,2,1,2,5547,60000,2,48,561,26928,143.4195,56,106.8333,1,0
6,867.1099854,144.5183309,0,Disloyal,1,1,2018,15,0,1.5,1,1,9189,60000,2,48,600,28800,143.4195,54,99.83333,1,1
6,129.4199982,21.5699997,1,Loyal,1,1,2018,15,0,1.5,1,2,18125,60000,2,48,577,27696,143.4195,50,494.8333333,0,0
5,0,0,1,Loyal,1,1,2018,15,0,1.5,1,1,4970,60000,2,48,547,26256,143.4195,48,99.83333,1,0
4,101.5,25.375,0,Disloyal,1,1,2018,15,0,1.5,1,3,7400,60000,2,48,513,24624,143.4195,53,106.8333,1,0
2,353.2999878,176.6499939,1,Loyal,1,0,2018,15,0,1.5,1,1,11930,60000,2,48,716,34368,143.4195,56,92.83333,0,0
15,8890.269985,592.6846657,1,Loyal,1,0,2017,14,0,1.25,1,2,10997,60000,3,36,2247,80892,143.4194962,59,662.7916667,1,0
29,7662.040003,264.208276,0,Disloyal,1,0,2018,15,0,1.5,2,6,6458,60000,2,48,941,45168,143.3985,62,29.83333,0,0
7,45.40999985,6.487142836,0,Disloyal,1,1,2017,14,0,0.75,1,2,12573,60000,2,42,1012,42504,143.3880019,42,409.8333333,0,0
1,0,0,0,Disloyal,1,0,2017,14,0,0,1,1,19224,60000,2,48,993,47664,143.3880019,39,527.8333333,0,1
8,1471.810017,183.9762521,0,Disloyal,1,0,2018,15,0,1,2,3,8440,60000,1,45,775,34875,143.3670015,57,500.8333333,1,0
8,2816.130035,352.0162544,0,Disloyal,1,0,2017,14,0,0.75,1,2,28463,60000,1,39,715,27885,143.3670015,50,504.8333333,0,0
12,5651.079983,470.9233319,0,Disloyal,1,0,2018,15,0,1.5,1,8,9533,60000,3,45,1089,49005,143.367,56,289.7916667,1,0
2,0,0,1,Loyal,1,1,2018,15,0,2,1,2,15906,60000,3,48,926,44448,143.367,46,47.83333,0,0
12,1837.219994,153.1016662,0,Disloyal,0.5,0,2018,15,0,1.75,2,2,17780,60000,3,43.5,794.5,34560.75,143.367,49,356.416665,1,1
5,19.95000076,3.990000152,0,Disloyal,0.5,1,2018,15,0,2,1,2,21264,60000,3,48,772.5,37080,143.367,41,362.416665,0,1
14,1916.979996,136.9271426,0,Disloyal,2,1,2018,15,0,1.5,1,6,15284,60000,4,48,927,44496,143.3144973,44,305.8333333,0,0
19,10472.70999,551.1952626,1,Loyal,1,0,2017,14,0,0.75,1,3,15054,60000,4,48,668,32064,143.3144973,56,645.7916667,1,0
4,0,0,1,Loyal,1,1,2018,15,0,2,1,1,0,60000,1,48,854,40992,143.3144958,54,12.83333333,1,0
2,1206.22998,603.11499,0,Disloyal,1,0,2018,15,0,1.5,1,1,14174,60000,1,36,515,18540,143.241,24,222.7917,0,0
6,1041.940027,173.6566712,0,Disloyal,1,0,2016,13,0,0.75,2,1,36446,60000,2,48,770,36960,143.2095034,40,901.8333333,1,0
20,7003.889922,350.1944961,0,Disloyal,1,1,2018,15,0,1.25,1,2,21104,60000,3,48,754,36192,143.1989966,60,479.8333333,0,0
